,prediction
37634,1
55016,0
4573,1
15187,1
104101,0
23339,0
39075,1
43635,0
8573,0
80620,1
81198,1
48593,0
19692,1
90289,0
77109,0
4476,1
79395,1
103542,0
72539,0
43799,0
29678,0
104461,0
94354,0
68760,0
414,0
62980,1
16603,0
5843,1
99816,0
5151,0
74713,1
40381,0
49191,0
27043,0
36239,0
63439,0
67410,1
57471,0
102015,0
69860,0
19298,1
60447,1
95961,0
95486,0
64030,0
69227,0
88619,1
107088,1
23025,0
71957,0
82167,0
22831,0
94111,0
66930,0
73282,0
96329,0
58244,1
5850,0
38241,0
28636,0
56359,1
86366,1
77075,0
69444,1
56962,1
6638,1
49949,0
59278,1
93625,0
67152,1
52095,0
13578,0
78825,0
66162,1
83183,1
17126,0
22791,0
42222,0
89893,0
71180,0
4042,1
83538,0
71039,1
12536,0
18556,1
7998,0
39430,1
27077,1
47215,1
58822,0
31644,1
20376,0
40358,1
51818,0
55247,1
72837,1
5393,0
71274,0
52876,0
83540,0
23355,0
99634,1
78289,0
31241,0
9505,1
25060,0
31328,0
41013,0
33673,0
75222,0
1982,1
94128,0
95559,0
76033,0
1469,0
16614,0
21155,0
14180,1
15139,0
81010,0
46223,0
46574,0
37208,0
65945,0
66357,0
41955,1
75484,0
53217,0
69348,0
34083,0
57679,0
42328,1
45280,0
39212,0
94375,0
25448,0
5413,1
99891,1
62103,1
29707,1
28332,1
58462,1
103921,0
66070,0
9436,0
48904,1
18748,0
58540,0
105153,0
95608,0
106404,1
56733,1
36728,0
5535,0
35999,0
6810,0
96241,0
49635,1
94280,0
40651,0
93667,0
44503,0
83369,0
86075,0
82831,1
96410,0
81545,0
58355,0
101989,0
66793,0
53300,0
40298,1
62447,0
26770,1
65505,0
101412,1
24498,0
85175,0
28166,0
76342,0
6079,1
41330,1
52094,0
85302,0
65609,1
17255,1
61831,0
36045,1
2969,1
80239,1
82512,0
4227,1
105091,1
103988,1
61097,1
4984,1
48093,0
58046,1
104644,1
10776,1
105460,0
50327,1
66282,0
46207,0
37947,1
36454,0
21680,0
98856,0
12391,1
75371,0
45208,0
72428,0
70716,0
62840,1
78578,1
70400,0
71523,0
52472,1
61839,0
14089,0
91611,0
3195,1
36417,0
26334,0
14808,0
63916,1
62771,0
86536,0
30795,1
13520,1
73417,0
45274,1
3585,0
18204,1
93541,0
92753,1
63410,0
98401,0
27026,1
105533,0
98494,0
105095,0
62966,0
101603,0
90964,0
89122,0
47060,0
81042,0
44719,0
88390,0
45034,0
27497,1
104648,0
74847,0
59297,1
31335,1
91140,0
42778,1
84282,0
103841,0
47585,0
43258,1
98201,0
44454,0
10857,0
94604,1
41912,0
103745,0
33839,1
69426,1
106486,0
30537,1
84749,1
14006,1
90342,0
67530,0
94881,0
75509,1
92524,1
52236,0
102191,0
20543,0
16293,1
35682,0
80181,0
41543,0
26362,1
79416,1
78386,0
39014,1
57475,0
19435,0
49380,0
33342,1
43072,1
58200,0
36220,1
104478,0
14894,0
13376,0
84726,1
33478,1
70759,0
21069,1
47515,0
93761,0
21639,0
86855,0
104505,1
73441,0
36553,0
61043,1
53465,0
42313,1
58065,0
21842,1
50171,1
76476,0
32288,1
103748,0
92004,1
3323,1
22302,1
37952,0
42967,1
54184,0
87977,0
67228,0
18151,0
57280,0
49140,1
82441,1
80773,0
13890,0
38169,0
27241,0
15901,1
10338,0
58365,1
17314,0
92311,0
69487,0
49038,0
18007,0
66863,1
87103,0
31087,1
100561,1
99967,1
42407,0
59708,0
63450,0
18505,0
89335,1
62459,0
73452,1
94655,0
90024,0
61648,1
94075,0
101452,0
68623,0
106272,1
8646,0
94059,1
46641,0
44998,0
22305,0
106829,0
9556,1
81307,1
78840,1
64511,1
77393,0
106047,0
37885,0
89130,0
47249,0
95865,1
78674,0
14421,0
105854,0
100398,1
34282,1
35014,1
54685,1
61064,0
47767,1
32618,1
837,1
91254,1
56562,0
23612,1
6803,1
48496,1
68157,0
5498,0
30761,1
98664,0
85619,0
53084,0
79799,1
21624,0
75010,1
59345,1
33379,1
66603,1
10419,1
41143,0
15114,0
64071,0
51975,1
91621,1
60535,0
25709,1
89452,1
84014,0
53787,1
77796,1
20711,0
6307,1
101916,0
18571,0
1183,1
96169,0
71639,0
33473,0
46454,0
28338,1
61671,1
107031,0
104601,0
97811,1
8086,0
92649,0
55188,0
81377,1
32374,0
105079,0
98649,1
94885,0
5664,0
17675,1
93840,0
48380,1
18547,0
88714,0
98590,1
67169,1
87674,1
97868,0
43696,0
24784,1
14187,0
77941,1
79193,0
36473,1
64766,0
59723,1
87872,1
38198,0
71751,0
22864,1
63393,0
31300,1
17156,1
70049,0
90013,0
33728,1
4877,0
50819,0
72913,1
39203,0
82226,0
23304,1
7029,0
30078,1
98372,0
28681,0
28342,0
104286,1
88249,0
34550,1
47497,0
12561,1
53938,0
90808,0
68269,0
25610,1
4720,0
56675,1
71913,0
433,1
20693,1
10466,0
26833,1
15022,0
74040,1
42249,1
46672,1
88059,1
96734,1
77930,0
74456,0
54829,1
24946,0
16123,1
94536,1
77870,1
5365,0
32037,1
26575,1
45354,0
56828,1
50020,0
30922,0
585,1
58632,0
43256,1
561,1
100769,1
79680,0
67453,1
66246,0
104984,0
24,1
70238,0
50301,0
65668,0
24894,1
15836,0
12371,1
64399,0
105296,0
43567,1
72421,1
98306,0
55058,1
85458,1
11717,1
27840,0
64043,0
100585,0
84170,0
17926,1
78392,0
69298,0
89347,1
80206,1
54124,0
92142,0
60953,0
93767,0
11552,0
77458,0
88350,1
104752,0
95318,0
5707,0
40449,0
63069,0
4482,1
38096,0
66653,0
6884,0
50471,0
68944,0
93800,1
93239,1
7716,1
56636,0
40604,1
65870,0
56229,1
48773,0
44106,1
5089,0
60824,0
47718,0
73642,0
42928,0
78779,0
29498,0
49733,1
53399,0
92225,1
4828,0
33947,0
65642,1
49583,0
10144,0
75142,0
62490,0
6464,0
34191,0
57083,0
28562,1
17602,0
42036,0
98916,1
55626,1
63877,1
51129,0
75808,0
47583,0
30406,1
29286,0
88184,0
73540,1
62609,0
68446,1
103826,1
92362,0
67822,0
63111,1
10615,0
28183,0
88103,0
97772,0
86339,0
26006,0
39993,0
61213,1
22501,1
67484,1
79951,1
4953,0
32443,0
50029,0
67004,1
88606,0
106629,1
29919,1
97790,0
71561,0
40180,0
82532,1
51678,1
60624,1
89685,0
60156,1
5907,0
103797,0
68045,0
48933,0
65141,0
65463,0
59015,0
66222,0
30109,0
49657,1
5878,1
96472,1
56681,0
77993,0
21001,1
69457,0
92082,0
90064,0
71441,0
82396,1
19013,0
45073,1
58864,1
90015,0
16840,0
66629,1
89172,0
23774,1
24142,1
60992,1
67733,0
66855,1
9016,0
37020,0
63088,0
30613,1
3915,0
6156,0
36000,1
77963,0
91344,1
24911,0
77478,1
42832,0
66560,1
1593,1
5032,0
45768,1
98687,0
68376,0
54825,1
75194,1
55914,1
45065,0
17958,0
104765,0
24466,1
80248,1
80452,1
78424,0
22199,1
105152,1
78127,0
68554,1
2859,1
54656,0
91977,0
61058,0
79694,0
17579,0
39355,1
15506,0
93424,0
16643,1
97005,0
7790,1
88566,1
33557,1
75454,1
34068,0
2898,0
45665,1
66121,1
78591,0
8810,0
35980,1
110,0
106763,1
101168,0
12511,1
37444,0
100074,1
81822,1
97978,1
98931,1
20914,1
72016,0
97882,0
62061,0
19662,1
27974,0
76205,1
25097,0
55592,0
9093,1
12477,1
50802,0
36403,0
34725,0
77684,0
20282,1
56457,0
80282,0
1829,1
100680,0
30799,0
41458,1
68621,1
45138,0
84760,1
13882,1
102955,0
37671,0
87462,1
11312,1
104930,0
54428,0
94759,1
96386,0
9860,1
18129,0
103846,1
43000,0
58781,1
61889,0
57408,1
78506,0
18469,0
42668,0
15406,0
13003,0
60670,0
41025,0
61850,1
38139,0
103116,0
86896,0
48168,1
6276,1
91529,0
93114,0
56343,0
65857,1
57653,0
20536,0
105495,0
104927,1
21330,1
99365,1
46912,0
31544,0
36685,0
68777,1
52761,0
106273,1
54676,0
10828,0
104781,0
38491,0
78492,0
57128,1
70418,0
54924,1
3110,1
72249,0
53548,1
21588,1
23974,0
80846,0
42433,0
45998,0
9672,0
19310,0
90836,0
90426,0
40126,0
71059,0
36786,0
4359,1
7845,0
96795,1
27384,0
56113,0
80276,0
1275,0
9281,0
17468,1
85071,0
305,1
37003,1
64120,1
3472,1
88723,1
53798,1
5175,1
95760,1
59646,0
22777,0
37026,1
33093,1
31248,1
8822,0
18967,1
67488,0
54116,1
24831,0
60902,0
2608,1
37785,1
11246,0
51329,1
102321,1
75727,0
33950,0
98998,1
66037,1
39179,0
79241,0
22241,1
41050,0
101910,0
71819,1
54345,0
89535,0
44044,1
42934,0
54517,0
86281,1
93950,1
75547,1
47462,1
58918,1
6166,1
95336,0
86663,0
51340,1
69897,0
46502,1
75038,1
44080,0
79836,1
18961,0
76512,0
28856,1
64448,0
80037,0
41358,0
13429,0
31581,0
36952,1
58665,1
55140,1
22520,0
13602,0
106583,1
22211,0
65527,1
5806,1
38266,0
97850,0
103213,0
92345,0
79268,0
55177,0
745,1
30681,0
96124,1
87442,0
96304,1
95643,1
71812,1
7864,0
94444,0
31879,0
94077,0
31329,0
50111,0
48757,1
2404,1
61862,0
14235,0
41492,0
90160,0
46902,0
34863,1
5488,1
33251,0
64097,0
42945,1
74538,1
98667,1
76814,1
11673,0
69941,1
65964,0
99588,0
101830,0
93925,1
55297,0
29484,0
29107,1
9251,1
53186,1
21321,1
17299,0
36020,1
75442,0
47475,0
99585,1
68703,0
44227,0
98305,1
55402,0
9685,1
7912,0
63309,0
9449,1
91663,1
18873,0
65736,0
43080,0
56363,0
85518,0
29019,1
137,1
100992,1
75921,1
65123,1
17369,1
104148,1
16275,0
18987,1
59802,0
56624,0
97617,1
87920,1
101307,0
41189,0
70823,1
20890,0
46402,0
10461,0
75262,0
75119,1
24512,0
33163,1
48174,0
81771,1
71554,0
88936,1
67546,0
26219,0
95718,1
30331,0
24731,0
10948,0
70658,1
32114,1
15448,0
8947,0
105742,0
60730,1
91454,0
8288,1
100465,0
44614,0
99056,1
49807,0
53313,1
107160,0
68815,1
69085,1
46521,0
50861,1
55272,1
100186,0
26399,1
69550,0
45040,1
33397,0
14645,1
88736,0
51935,1
56633,1
69925,0
25648,1
46561,1
88657,0
40566,0
44491,0
102864,0
49268,1
72112,1
62939,1
75685,0
75435,1
95236,0
73251,1
79135,1
17716,0
48570,0
58696,0
103616,1
75513,0
5075,0
56172,0
79134,1
67148,0
36520,0
72658,0
43686,0
32460,0
97268,0
9989,0
63280,0
78939,1
35822,1
104036,0
65749,1
35485,1
61554,0
34711,1
24825,1
35673,1
6199,0
13360,0
92896,0
105528,0
64014,1
23450,0
30863,1
5120,1
28824,0
105523,0
50522,0
93611,1
78305,1
103149,0
55775,1
55764,0
102923,0
21436,0
69641,0
91057,1
50023,0
11431,1
88136,1
76633,0
21342,0
99353,0
33181,0
322,1
57509,1
48119,1
85460,1
50808,0
99187,0
35758,0
94080,0
2793,1
13021,1
55748,1
89478,1
89429,1
19248,1
74640,1
52918,0
81139,0
80868,1
12859,1
88174,0
19262,0
95324,0
97499,1
57250,0
70453,0
51821,1
21127,0
45304,0
47063,0
2831,1
57139,0
74840,1
99665,0
45676,1
47248,0
118,0
89094,0
32336,0
84430,0
100742,0
15689,1
75568,0
105985,0
12207,1
53008,1
16037,0
33417,0
68923,0
59765,0
104407,0
13494,0
41742,0
35798,1
48829,1
32482,0
13800,1
4795,1
78582,1
80890,0
26800,1
90306,1
89921,0
49740,1
6348,1
47110,0
33657,0
75715,0
66521,0
90162,1
24182,0
6602,0
46438,0
37581,0
91243,0
45960,1
83415,0
25526,0
28815,0
89032,1
47430,1
69072,1
7714,1
83535,0
57113,0
91137,1
22503,0
10245,0
90155,1
16299,0
28241,1
1116,1
75469,0
62794,1
34563,1
69846,0
48239,0
7416,0
13112,1
33098,1
9140,0
57160,1
32766,0
52032,0
9017,1
3737,0
36376,1
13867,0
91940,0
31374,0
98791,0
102558,1
27698,0
93628,1
78706,1
46450,1
534,1
23608,1
104437,1
65347,0
60545,0
36748,0
62393,1
103038,0
65295,1
68907,0
32744,0
72406,1
19599,1
79400,0
48466,0
23813,0
8207,0
83938,0
66742,1
16701,0
70753,0
2801,1
6069,0
12331,0
94706,0
3301,0
106237,0
86000,0
103152,0
85022,0
35631,1
81843,0
49196,0
26024,0
45155,1
66583,1
92852,0
56419,1
63024,1
17690,1
34823,1
36904,0
40680,0
49989,1
66728,1
107419,0
71345,0
34031,0
88807,0
55275,0
26693,1
24479,0
22388,0
24461,0
35250,0
56940,1
83951,1
1314,1
28038,1
36724,0
101317,0
78880,1
68478,1
8304,1
58128,0
66639,0
91136,0
80706,0
57311,1
58896,0
28493,1
45333,0
94235,1
62421,0
41197,1
83355,0
62709,0
5819,0
90350,0
57145,1
77953,0
46310,0
19004,0
80330,1
80568,1
3326,1
86162,0
46751,0
11465,1
40386,0
53375,1
30686,0
57490,0
27158,1
68370,1
26289,1
100857,0
104068,0
40906,1
73940,0
91159,1
85495,0
44577,0
34173,0
75748,0
82786,1
14618,1
20481,1
38884,1
9022,1
78252,0
22373,1
85290,1
48218,0
41829,1
89695,1
66215,0
51945,0
26513,1
64064,1
106531,1
107293,1
64763,0
47341,0
7168,1
35820,0
104796,0
87444,0
24434,1
23310,1
67156,0
64354,0
47947,1
19712,1
25110,1
27222,1
4874,0
44455,0
16331,0
78419,1
43250,0
104944,1
85133,0
11161,0
63456,1
54660,0
23424,0
83065,0
44251,0
96747,0
26210,0
63601,1
50405,0
48997,0
38476,1
73949,0
9248,1
47077,0
78971,0
37808,1
73535,1
24773,0
46818,0
12740,0
99273,1
71692,0
93051,1
62411,0
23481,0
106022,0
22230,0
93973,0
33332,1
50064,1
62426,0
79658,0
1058,0
57159,1
63875,0
28252,0
12853,0
30736,0
91723,0
72988,1
9886,1
103110,0
29435,0
36642,0
95975,0
63824,0
89009,0
20291,0
16521,1
36948,0
6598,0
6977,1
55644,0
85771,1
106173,0
93314,1
99249,0
32701,0
44179,1
36908,0
22208,1
20039,1
17472,0
107361,0
22268,0
81105,0
4958,0
64819,1
87209,0
42443,1
31646,0
102875,0
90962,1
30580,0
53133,0
27811,0
87675,1
47698,0
38262,0
86847,0
55046,0
3748,1
41871,0
23991,0
7901,1
71518,1
66542,0
34360,1
4835,1
90923,1
7338,0
97979,0
4956,0
58422,0
43168,0
23014,1
14943,1
100529,0
56280,0
14465,0
81672,0
3610,1
37948,0
33648,1
73674,0
68877,1
104631,1
11648,0
47906,1
101616,0
41835,1
77681,0
51676,0
50807,0
98015,1
88953,0
82266,0
71875,0
35184,0
105412,1
83565,0
41429,1
82614,0
43988,0
66860,1
43966,1
32808,1
105962,0
68424,1
16357,0
5348,0
89720,0
97351,1
65250,1
47181,0
85673,0
5757,1
74089,0
68583,0
46494,0
39900,0
43609,1
36544,0
31065,1
4917,1
100571,0
17719,0
72738,0
76052,0
27810,1
72675,0
7073,0
70136,0
98275,0
20441,0
96198,0
16873,0
65387,0
104694,0
22195,0
35685,0
93315,1
7922,1
97194,1
87548,0
75175,0
29394,1
45038,0
48913,0
96469,1
104638,1
22999,1
26083,1
50566,0
24235,0
46733,0
31238,0
57502,1
14334,0
36272,1
51833,0
29212,0
27122,1
29419,1
61247,1
55045,0
52826,0
94176,0
66756,0
42954,1
18361,1
20721,1
9833,0
63374,0
28303,0
14383,1
97804,0
94927,0
86557,1
51679,0
56058,0
29695,1
30041,1
67056,0
56829,0
65076,0
93788,0
97766,0
9257,1
100770,1
72955,0
32230,1
34810,1
102859,0
31548,0
89879,1
77639,0
19610,0
70750,0
78227,1
71485,1
107432,1
61268,0
7087,0
11065,0
60257,0
32511,0
70259,0
60519,1
61068,1
34687,0
15130,0
27450,0
52827,0
21407,1
53733,0
106679,0
74737,0
78434,1
48469,0
106710,1
36427,0
61505,0
45738,1
62358,1
19507,0
42055,0
5378,0
3685,1
103728,1
32356,0
104516,0
60988,1
83595,1
681,1
2785,1
30606,0
92317,1
65020,1
76669,1
82475,0
14856,1
69834,0
55528,1
16680,0
37196,0
3484,1
33993,0
3108,0
54776,0
66529,0
102060,1
73431,1
6341,1
55796,0
50298,0
59066,1
71599,0
27063,0
47712,0
100431,1
106452,1
41396,1
89301,0
293,1
101401,0
32967,1
40291,0
84690,1
76243,0
63974,1
5504,0
78090,1
82216,0
18656,0
38599,0
90656,0
14799,0
815,1
41304,0
65970,1
29899,1
76054,1
51564,1
13716,1
3259,0
22077,0
107354,1
92897,0
54615,0
31315,0
26038,0
85324,1
27130,0
99398,1
47581,0
1081,1
56942,0
105213,0
62291,0
62133,0
10650,0
75493,1
45181,1
66482,0
103567,1
83037,0
33784,0
7663,0
88344,0
7032,0
64645,0
22041,1
72050,1
33613,1
65947,0
2844,1
16063,0
95633,0
15079,0
99720,0
79312,1
81330,0
51549,1
62366,0
19275,0
32885,0
46070,1
63138,0
1117,0
22930,0
77450,1
97717,0
49328,1
69672,0
87993,0
30835,0
35266,0
83659,0
21023,0
90795,0
85191,0
92318,0
35509,0
81182,0
43699,1
29557,0
65629,0
23903,1
24532,1
94555,1
82339,0
17026,1
91959,1
77638,0
3430,1
77448,0
67290,0
7149,0
99629,1
87547,1
17471,0
5629,0
47500,0
46947,1
63678,1
75505,0
50096,0
83520,0
6397,0
71412,1
7799,1
78489,0
8528,1
57738,0
82430,1
76330,1
44527,1
10172,0
82759,0
28415,1
73994,1
102158,0
8363,1
15380,0
94859,1
87804,0
46689,1
28845,1
92537,0
58582,1
99227,1
104602,1
46875,1
19639,1
93738,0
73809,1
54599,0
88241,0
85784,0
6022,0
67979,0
64642,1
80845,1
89013,0
23149,0
103856,0
94003,1
91750,0
60651,0
104460,0
11412,0
60850,0
39487,1
90716,1
81101,1
37557,0
49434,0
78944,1
74366,1
84861,0
67472,0
67428,0
106279,1
65043,0
104890,1
21188,1
44956,1
10967,0
12275,0
84468,1
102633,0
35069,0
36446,0
54381,0
87387,1
45912,0
32584,1
84473,0
69798,0
4034,1
98627,0
38341,0
12677,0
86440,1
3739,1
32596,0
73082,0
41114,1
17111,1
57180,0
38662,0
6727,0
75907,1
34819,0
98772,0
81582,0
6715,1
65115,1
65694,0
18802,0
55728,1
22611,0
74602,0
52866,0
43306,0
24059,1
25746,1
68761,1
85405,0
100813,0
61323,0
4624,0
34968,0
105551,0
6148,1
74349,0
94457,1
53952,1
79565,0
10107,1
88025,0
30402,0
94451,1
9973,0
106397,0
31849,0
94797,0
4658,1
25494,1
18515,1
23644,0
52234,0
97489,0
37551,0
87874,1
34893,1
81662,1
74573,0
75472,1
61351,0
102317,1
10671,1
43068,1
7464,1
12297,1
58208,0
44016,1
76087,0
65855,0
10837,0
74006,0
66343,0
36887,0
88222,0
87510,1
96906,1
74771,1
34424,0
27928,0
78379,0
98786,1
39678,0
105906,0
46141,0
66447,0
68199,1
13868,0
2933,1
39538,0
103916,1
15491,1
29384,1
1103,1
87294,1
45511,0
34843,1
73106,0
94342,1
67553,0
29817,1
17151,0
84818,1
103612,1
72197,1
140,1
60699,1
66433,1
88486,0
63636,1
55586,0
37347,0
83693,0
74958,0
3338,1
44121,1
64808,1
87265,0
22891,0
89773,1
64846,1
42131,0
103440,0
18362,0
84096,1
2820,1
91865,1
57582,1
21341,1
14931,1
66593,1
71461,0
76,1
3194,1
92451,0
69987,1
42238,1
97755,1
40525,1
65024,1
90273,0
18723,1
38933,1
102490,0
69379,1
9439,1
101057,1
38968,0
13757,1
10041,1
60215,0
19693,0
57323,0
49832,1
37040,1
55705,1
7143,1
91885,1
14796,0
26640,0
58958,1
100559,1
53722,1
9144,0
44987,0
58710,0
57457,1
53360,0
19934,1
2830,0
10388,0
35903,0
106949,0
45814,0
26127,0
91539,1
70420,1
74219,1
47048,0
80200,1
45331,0
36808,1
107158,1
95275,0
36855,0
5735,0
10490,0
40751,1
89832,1
73074,0
68781,0
12828,0
9767,1
104199,0
97023,0
7578,0
91214,0
11892,1
86894,0
94649,0
21856,0
102079,0
59056,0
68507,1
60958,1
92710,0
84703,0
107209,1
99232,1
91533,0
6718,0
63599,0
39404,1
77619,1
57343,1
31288,1
17373,0
8618,0
102441,1
103772,0
21993,0
19247,0
80709,0
102596,0
70630,1
14404,1
14033,1
69584,1
75158,1
3638,1
61410,1
9240,1
94484,0
8158,0
42590,0
103292,1
47955,1
3107,1
84754,1
4688,1
53395,0
94027,1
20999,0
83812,1
4331,0
2528,0
96179,1
21192,0
88121,1
43077,1
60040,0
100921,0
105357,0
79569,0
79489,0
27721,1
70774,0
26684,0
89451,0
76692,1
79623,0
69527,1
10003,0
45190,0
96855,0
5805,0
98666,0
7253,0
58718,1
46769,0
98569,0
70287,1
76986,1
66291,1
13126,1
28400,0
17421,1
86615,0
99662,0
29582,1
31467,0
33055,0
17149,0
8719,1
157,0
49068,0
105019,0
57295,1
53083,0
9237,0
37919,1
11603,0
29715,1
76293,0
68523,0
59656,1
83934,0
30177,0
32076,0
104536,1
22237,0
68473,1
2572,0
75973,0
75900,1
2593,1
70009,1
7499,1
97684,0
98098,0
7005,0
67144,1
51135,1
21742,0
84979,0
40396,0
83421,1
38726,1
19355,1
35879,0
77103,1
7363,0
76933,0
23502,1
23264,1
38002,0
19716,0
11614,1
105316,0
61991,0
8739,0
77944,0
16815,0
87250,1
54063,0
2387,1
72840,1
94767,1
93309,0
68305,0
101588,1
33699,0
48061,1
94373,1
95093,1
72817,0
84935,1
53527,0
107067,1
24089,1
73119,0
73870,0
86054,1
106204,0
9917,0
72797,0
35503,0
38331,0
94693,1
69209,0
73664,1
13081,0
14842,0
3701,1
94433,0
80147,0
39699,0
78339,1
38215,1
74646,0
87575,0
14971,0
53177,0
85578,0
94278,1
105408,0
7774,1
73842,1
6953,1
31722,0
24636,0
106261,1
101508,0
44443,0
58245,0
7608,1
61073,0
91597,0
106382,1
57116,0
104258,0
103903,0
44798,0
56332,1
105119,0
22126,0
65300,0
30952,1
40413,1
51842,0
97482,0
101736,0
37741,1
66012,1
90415,0
65152,1
47259,0
52230,0
1173,1
91641,1
598,0
50953,1
86514,0
107050,1
30398,1
57357,0
81363,1
35858,1
106602,0
37212,1
16547,1
95125,1
61614,0
43814,1
73942,1
67035,0
30225,0
53397,0
97181,1
36439,0
36997,1
102315,1
51718,1
26415,0
92480,0
36780,0
84540,1
106487,0
2309,1
50559,0
82290,0
92698,1
28489,0
100826,1
86261,1
8381,1
56811,0
49709,0
107124,0
28436,0
38907,0
6834,0
74473,1
66777,0
8056,0
26123,0
26512,1
62756,0
61713,0
27989,0
58636,0
53468,1
54253,1
79599,0
105900,1
86645,0
84203,0
106589,1
35401,0
68690,0
103189,1
42434,0
67659,1
84867,0
9771,0
12712,0
69065,1
39933,0
90961,0
53875,0
91823,0
26994,0
68285,1
80830,1
35368,1
2444,1
37349,0
96185,0
97797,1
17287,1
61595,0
17598,0
9080,0
61962,0
60036,1
72967,0
43511,1
95166,0
48565,0
50212,1
16503,0
27124,0
14476,0
99736,1
102062,1
65433,0
12078,1
106894,0
85104,0
74350,0
47720,0
64208,0
63767,0
78232,1
30802,0
97183,0
17862,0
20742,0
96168,1
65745,0
15014,0
29883,1
46660,0
30391,0
81861,0
16618,1
76543,0
100568,0
12083,0
24115,0
103270,0
37297,0
71465,1
91536,1
6724,0
97455,1
53292,0
92816,1
73450,0
36551,0
7786,1
31397,0
97255,1
70310,1
83989,0
98477,0
49422,1
1756,1
44758,1
57654,1
83230,0
20009,1
71720,1
52650,1
48527,1
65587,1
67415,1
88501,0
98619,0
87828,0
84554,1
77010,0
47455,0
45437,1
20015,1
93069,1
67960,1
36316,0
89994,0
106955,1
68084,0
106875,0
99244,0
5358,0
12929,0
77433,0
28960,0
102888,1
58816,0
45066,1
57513,0
3146,0
50663,1
13761,0
60202,0
10566,1
13777,1
26307,0
79427,0
13766,0
36829,0
67543,0
102529,1
82805,0
61176,0
9084,1
63847,0
106953,0
56886,1
936,1
104828,1
105564,1
44370,0
73102,1
68211,1
59019,0
43216,1
87440,0
94383,1
99791,1
105964,0
23273,0
49195,1
94026,0
71556,0
12547,0
49538,1
9451,0
15675,0
335,0
98541,0
73264,1
87550,1
71479,1
10772,0
20335,0
89035,1
30726,1
5255,1
91172,0
97841,0
100827,0
4809,0
34713,0
79804,1
107493,0
22584,1
81863,1
69667,0
8631,1
65030,1
53014,0
42283,1
41283,0
76953,1
76123,0
86032,0
5359,1
90069,1
38988,0
68646,0
30292,1
34861,1
58182,1
104247,1
12508,0
91701,1
28204,0
26235,0
47304,0
61358,1
75980,0
63421,0
21754,0
42993,1
13550,1
16847,1
90548,0
34737,0
60722,1
35508,0
91897,0
51770,0
50680,0
105560,0
43739,0
106889,0
105227,0
49128,0
2466,1
60839,1
49325,0
61684,1
105679,1
36960,0
72280,0
83841,1
52161,0
6759,1
26236,0
3395,0
60655,1
76701,0
1981,1
41874,0
100517,1
90144,0
39302,1
8306,0
72029,0
10809,1
75624,0
23907,1
89776,0
101600,1
4855,0
59270,0
84097,1
107231,1
86394,0
91905,0
11850,0
32266,0
97762,0
70704,0
25953,0
52539,1
82660,0
3505,1
13033,1
94146,1
33001,1
20095,0
91229,0
45615,1
8126,0
42244,0
2415,1
72781,1
94407,0
53951,0
48363,0
85874,0
19221,0
61194,0
64917,1
45792,1
83407,0
98516,0
37704,0
53540,0
25586,0
57454,0
6422,0
14714,0
97021,0
84735,0
102399,1
83612,0
46766,1
71132,0
72087,0
92218,0
38716,0
71297,0
66380,0
30938,0
96794,0
67361,1
50553,1
18935,1
102700,0
64054,1
78536,0
77385,1
33893,1
50526,1
53566,0
30978,0
37339,0
52156,0
74043,0
35023,0
776,1
89329,0
94000,0
31341,1
55793,1
53050,1
90928,1
81257,0
94367,0
89465,0
37964,1
60750,1
66929,0
95535,1
99387,0
63434,1
78620,0
46936,0
35058,0
3658,1
18490,0
85868,1
70411,1
41718,0
56467,0
7618,0
53675,0
106890,1
18063,1
79920,1
44488,0
98975,0
73434,0
83257,1
6335,1
89710,1
88077,0
57190,0
71675,0
53015,0
9209,0
85606,1
99369,0
80434,1
69250,0
41964,0
38731,1
12968,0
67604,0
106961,1
51165,0
54687,0
58382,0
22083,0
83024,0
77481,1
69113,0
44090,0
22444,0
61736,0
19237,0
19377,0
76993,0
67212,1
32434,0
42213,0
95550,0
63777,0
55450,0
97680,0
60217,0
83779,0
107468,0
48298,1
44514,1
88614,1
103165,0
68765,1
28821,0
29012,0
23329,1
15280,0
82161,0
78624,0
20521,1
32898,0
65149,0
95688,1
45508,0
57675,0
17430,0
32846,1
105314,1
45367,0
56874,0
84367,0
79588,1
70269,0
41645,0
69305,0
4170,0
60469,0
40295,1
88443,0
63030,1
14214,0
9356,1
45770,0
89196,1
71627,0
71181,0
2216,0
60580,0
22889,0
8442,0
42704,0
1023,0
35625,0
60289,0
105417,1
72429,1
68493,1
16604,1
71709,1
28137,0
93957,1
51939,1
72919,0
78099,1
5929,0
24232,0
23963,0
281,0
93595,1
87431,0
45527,1
64787,1
85918,1
87750,1
20645,0
2173,0
25193,0
63141,1
40409,0
68948,0
36455,0
14719,0
14558,0
62198,0
78979,0
71141,0
44303,1
20478,0
70729,0
78605,0
12723,1
10326,0
16455,0
80319,0
6565,0
96739,0
7861,0
91361,1
22433,0
94531,1
73850,0
36366,1
42615,1
105932,0
7944,0
66284,0
9976,0
25700,1
46680,0
15446,1
60982,1
2853,1
78793,0
79308,1
43539,1
46472,0
7222,0
910,0
54839,0
103479,0
48551,0
55604,0
35179,0
74152,1
96428,1
65337,0
56060,0
37141,0
11120,1
54958,0
59963,0
52076,0
99983,0
88978,1
74109,1
32411,0
91201,0
11117,1
6010,0
26999,0
26635,0
96151,1
96017,0
54057,1
73178,1
